# Wordlist

# DATA
ID	DOCULECT	CLUSTERFORMAT	CLUSTERID	CONCEPT	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	CONCEPTID	CONCEPT_VARIANTS	FORM_VARIANTS	HOMOPHONES	ID_BACK	CHECK	COGID
4126	Bola	10	766	the sprout or shoot	jauʔ³¹	to shoot	j a u ʔ ³¹	?	?	sprout / shoot nveg	jauʔ³¹  | 0380.32	Bola (Luxi) TBL	10	CVcT	j au ʔ ³¹	282				4126	-	933
4128	Lashi	7 9 0	765	the sprout or shoot	a³¹tsui⁵⁵	to shoot	a ³¹ + ts u i ⁵⁵	?	?	sprout / shoot nveg	a³¹ tsui⁵⁵  | 0380.33	Leqi (Luxi) TBL	7 9	VTCVT	a ³¹ ◦ ts ui ⁵⁵	282				4128	-	932
4127	Maru	11	769	the sprout or shoot	pau³¹	to shoot	p a u ³¹	?	?	sprout / shoot nveg	pau³¹  | 0380.31	Langsu (Luxi) TBL	11	CVT	p au ³¹	282				4127	-	936
4124	Xiandao	7 0 8	765	the sprout or shoot	a³¹ɲuʔ⁵⁵	to shoot	a ³¹ + ɲ u ʔ ⁵⁵	?	?	sprout / shoot nveg	a³¹ ɲuʔ⁵⁵  | 0380.29	Achang (Xiandao) TBL	7 8	VTCVcT	a ³¹ ◦ ɲ u ʔ ⁵⁵	282				4124	-	932
#
2490	Achang_Lianghe	5 1 0	423	the star	phɑ³¹kɯ⁵⁵	the star	pʰ ɑ ³¹ + k ɯ ⁵⁵	?	?	star	phɑ³¹ kɯ⁵⁵  | 1574.21	Achang (Lianghe) JZ-Achang	5 1	CVTCVT	ph ɑ ³¹ ◦ k ɯ ⁵⁵	283				2490	-	455
2498	Achang_Longchuan	0 1 0	423	the star	khʐə⁵⁵	the star	kʰ ʐ ə ⁵⁵	?	?	star n	khʐə⁵⁵  | 0005.28	Achang (Longchuan) TBL	1	CCVT	kh ʐ ə ⁵⁵	283				2498	-	455
2491	Achang_Longchuan_B	0 1 0	423	the star	khʐə⁵⁵	the star	kʰ ʐ ə ⁵⁵	?	?	star	khʐə⁵⁵  | 4.41	Achang (Longchuan) ZMYYC	1	CCVT	kh ʐ ə ⁵⁵	283				2491	-	455
2492	Achang_Luxi	0 1 0	423	the star	kɯ³⁵	the star	k ɯ ³⁵	?	?	star	kɯ³⁵  | 644.35	Achang (Luxi) JZ-Achang	1	CVT	k ɯ ³⁵	283				2492	-	455
2500	Atsi	0 1 0	423	the star	kji̱⁵¹	the star	k j i̱ ⁵¹	?	?	star n	kji̱⁵¹  | 0005.30	Atsi [Zaiwa] TBL	1	CCVT	k j i̱ ⁵¹	283				2500	-	455
2493	Atsi_B	0 1 0	423	the star	kji̱⁵¹	the star	k j i̱ ⁵¹	?	?	star	kji̱⁵¹  | 4.42	Atsi [Zaiwa] ZMYYC	1	CCVT	k j i̱ ⁵¹	283				2493	-	455
2501	Bola	0 1 0	423	the star	kji̱⁵⁵	the star	k j i̱ ⁵⁵	?	?	star n	kji̱⁵⁵  | 0005.32	Bola (Luxi) TBL	1	CCVT	k j i̱ ⁵⁵	283				2501	-	455
2494	Burmese_ZMYYC	0 1 0	423	the star	kray	the star	k r ɑ j ²	?	kray	star	krɑj²  | 4.39	Burmese (Written) ZMYYC	1	CCVc	k r a y	283				2494	-	455
2495	Hpun	0 1 4	423	the star	chíʔsì	the star	c h í + ʔ s ì	?	?	star	chíʔ sì  | 312	Hpun (Northern) EJAH-Hpun	1 4	CVCV	ch í ʔ ◦ s ì	283				2495	-	455
2503	Lashi	0 1 0	423	the star	kji̱³³	the star	k j i̱ ³³	?	?	star n	kji̱³³  | 0005.33	Leqi (Luxi) TBL	1	CCVT	k j i̱ ³³	283				2503	-	455
2502	Maru	0 1 0	423	the star	kji̱³¹	the star	k j i̱ ³¹	?	?	star n	kji̱³¹  | 0005.31	Langsu (Luxi) TBL	1	CCVT	k j i̱ ³¹	283				2502	-	455
2497	Maru_B	0 1 0	423	the star	kji̱³¹	the star	k j i̱ ³¹	?	?	star	kji̱³¹  | 4.43	Maru [Langsu] ZMYYC	1	CCVT	k j i̱ ³¹	283				2497	-	455
2496	Maru_D	25	424	the star	yì	the star	y ì	?	?	star	yì  | 96	Maru [Langsu] JO-PB	25	CV	y ì	283				2496	-	456
2499	Xiandao	2 3	425	the star	tshi⁵⁵ʐum³¹	the star	tsʰ i ⁵⁵ + ʐ u m ³¹	?	?	star n	tshi⁵⁵ ʐum³¹  | 0005.29	Achang (Xiandao) TBL	2 3	CVTCVcT	tsh i ⁵⁵ ◦ ʐ u m ³¹	283				2499	-	457
#
2504	Achang_Lianghe	1 2	427	the stone	ɑ³¹tɕi³¹	the stone	ɑ ³¹ + tɕ i ³¹	?	?	pit / stone	ɑ³¹ tɕi³¹  | 564.44	Achang (Lianghe) JZ-Achang	1 2	VTCVT	ɑ ³¹ ◦ tɕ i ³¹	284				2504	-	459
2505	Achang_Longchuan	1 2	427	the stone	a³¹tsiʔ³¹	the stone	a ³¹ + ts i ʔ ³¹	?	?	pit / stone	a³¹ tsiʔ³¹  | 0379.28	Achang (Longchuan) TBL	1 2	VTCVcT	a ³¹ ◦ ts i ʔ ³¹	284				2505	-	459
2524	Achang_Longchuan	0 4 5 0	426	the stone	laŋ³¹kɔʔ⁵⁵	the stone	l a ŋ ³¹ + k ɔ ʔ ⁵⁵	?	?	stone n	laŋ³¹ kɔʔ⁵⁵  | 0043.28	Achang (Longchuan) TBL	4 5	CVcTCVcT	l a ŋ ³¹ ◦ k ɔ ʔ ⁵⁵	284				2524	-	458
2516	Achang_Longchuan_B	1 2	427	the stone	a³¹tsiʔ³¹	the stone	a ³¹ + ts i ʔ ³¹	?	?	stone / pit	a³¹ tsiʔ³¹  | 227.41	Achang (Longchuan) ZMYYC	1 2	VTCVcT	a ³¹ ◦ ts i ʔ ³¹	284				2516	-	459
2520	Achang_Longchuan_B	25	428	the stone	liŋ³¹kɔʔ⁵⁵	the stone	?	?	?	stone / rock	liŋ³¹ kɔʔ⁵⁵; laŋ³¹ kɔʔ⁵⁵  | 42.41	Achang (Longchuan) ZMYYC	25	CVcTCVcTCVcTCVcT	l i ŋ ³¹ ◦ k ɔ ʔ ⁵⁵	284		liŋ³¹ kɔʔ⁵⁵ // laŋ³¹ kɔʔ⁵⁵		2520	-	460
2506	Achang_Luxi	1 2	427	the stone	a³¹tɕiʔ⁵⁵	the stone	a ³¹ + tɕ i ʔ ⁵⁵	?	?	pit / stone	a³¹ tɕiʔ⁵⁵  | 0398.41	Achang (Luxi) JZ-Achang	1 2	VTCVcT	a ³¹ ◦ tɕ i ʔ ⁵⁵	284				2506	-	459
2508	Atsi	1 2	427	the stone	a²¹tʃi⁵⁵	the stone	a ²¹ + tʃ i ⁵⁵	?	?	pit / stone	a²¹ tʃi⁵⁵  | 0379.30	Atsi [Zaiwa] TBL	1 2	VTCVT	a ²¹ ◦ tʃ i ⁵⁵	284				2508	-	459
2526	Atsi	0 4 5 0	426	the stone	luʔ²¹kok²¹	the stone	l u ʔ ²¹ + k o k ²¹	?	?	stone n	luʔ²¹ kok²¹  | 0043.30	Atsi [Zaiwa] TBL	4 5	CVcTCVcT	l u ʔ ²¹ ◦ k o k ²¹	284				2526	-	458
2517	Atsi_B	1 2	427	the stone	a²¹tʃi⁵⁵	the stone	a ²¹ + tʃ i ⁵⁵	?	?	stone / pit	a²¹ tʃi⁵⁵  | 227.42	Atsi [Zaiwa] ZMYYC	1 2	VTCVT	a ²¹ ◦ tʃ i ⁵⁵	284				2517	-	459
2521	Atsi_B	0 4 5 0	426	the stone	lŭʔ²¹kok²¹	the stone	l ŭ ʔ ²¹ + k o k ²¹	?	?	stone / rock	lŭʔ²¹ kok²¹  | 42.42	Atsi [Zaiwa] ZMYYC	4 5	CVcTCVcT	l ŭ ʔ ²¹ ◦ k o k ²¹	284				2521	-	458
2509	Bola	1 2	427	the stone	ʃɪ̆³⁵tʃɿ³¹	the stone	ʃ ɪ̆ ³⁵ + tʃ ɿ ³¹	?	?	pit / stone	ʃɪ̆³⁵ tʃɿ³¹  | 0379.32	Bola (Luxi) TBL	1 2	CVTCVT	ʃ ɪ̆ ³⁵ ◦ tʃ ɿ ³¹	284				2509	-	459
2527	Bola	0 4 0 6	426	the stone	lauʔ³¹taŋ³¹	the stone	l a u ʔ ³¹ + t a ŋ ³¹	?	?	stone n	lauʔ³¹ taŋ³¹  | 0043.32	Bola (Luxi) TBL	4 6	CVcTCVcT	l au ʔ ³¹ ◦ t a ŋ ³¹	284				2527	-	458
2518	Burmese_ZMYYC	1 2	427	the stone	a ceʔ	the stone	ɑ ¹ + s e ¹	?	a ciyʔ	stone / pit	ɑ¹ se¹  | 227.39	Burmese (Written) ZMYYC	1 2	V_CVc	a ◦ c e ʔ	284				2518	-	459
2522	Burmese_ZMYYC	0 0 5 0	426	the stone	kyok	the stone	k j ɔ k	?	?	stone / rock	kjɔk  | 42.39	Burmese (Written) ZMYYC	5	CCVc	k y o k	284				2522	-	458
2512	Hpun	3 4 0 0	426	the stone	kălᴜ̀ʔ	the stone	k ă + l ᴜ̀ ʔ	?	?	stone	kălᴜ̀ʔ, kălòh, kălòʔ  | 0552.28	Hpun (Northern) EJAH-Hpun	3 4	CVCVc	k ă ◦ l ᴜ̀ ʔ	284		kălᴜ̀ʔ // kălòh // kălòʔ		2512	-	458
2511	Lashi	1 2	427	the stone	a³¹tʃei⁵⁵	the stone	a ³¹ + tʃ e i ⁵⁵	?	?	pit / stone	a³¹ tʃei⁵⁵  | 0379.33	Leqi (Luxi) TBL	1 2	VTCVT	a ³¹ ◦ tʃ ei ⁵⁵	284				2511	-	459
2529	Lashi	0 4 0 6	426	the stone	luk³¹tsəŋ³¹	the stone	l u k ³¹ + ts ə ŋ ³¹	?	?	stone n	luk³¹ tsəŋ³¹  | 0043.33	Leqi (Luxi) TBL	4 6	CVcTCVcT	l u k ³¹ ◦ ts ə ŋ ³¹	284				2529	-	458
2510	Maru	0 2	427	the stone	tʃik⁵⁵	the stone	tʃ i k ⁵⁵	?	?	pit / stone	tʃik⁵⁵  | 0379.31	Langsu (Luxi) TBL	2	CVcT	tʃ i k ⁵⁵	284				2510	-	459
2528	Maru	0 4 0 6	426	the stone	lauk³¹tsaŋ³¹	the stone	l a u k ³¹ + ts a ŋ ³¹	?	?	stone n	lauk³¹ tsaŋ³¹  | 0043.31	Langsu (Luxi) TBL	4 6	CVcTCVcT	l au k ³¹ ◦ ts a ŋ ³¹	284				2528	-	458
2519	Maru_B	0 2	427	the stone	tʃik⁵⁵	the stone	tʃ i k ⁵⁵	?	?	stone / pit	tʃik⁵⁵  | 227.43	Maru [Langsu] ZMYYC	2	CVcT	tʃ i k ⁵⁵	284				2519	-	459
2523	Maru_B	0 4 0 6	426	the stone	lauk³¹tsaŋ³¹	the stone	l a u k ³¹ + ts a ŋ ³¹	?	?	stone / rock	lauk³¹ tsaŋ³¹  | 42.43	Maru [Langsu] ZMYYC	4 6	CVcTCVcT	l au k ³¹ ◦ ts a ŋ ³¹	284				2523	-	458
2515	Maru_D	0 4 0 0	426	the stone	laù'	the stone	l a ù '	?	?	stone	laù'  | 2	Maru [Langsu] JO-PB	4	CV	l aù	284				2515	-	458
2507	Xiandao	1 2	427	the stone	a³¹tsi³¹	the stone	a ³¹ + ts i ³¹	?	?	pit / stone	a³¹ tsi³¹  | 0379.29	Achang (Xiandao) TBL	1 2	VTCVT	a ³¹ ◦ ts i ³¹	284				2507	-	459
2525	Xiandao	0 4 5 0	426	the stone	luʔ⁵⁵koʔ⁵⁵	the stone	l u ʔ ⁵⁵ + k o ʔ ⁵⁵	?	?	stone n	luʔ⁵⁵ koʔ⁵⁵  | 0043.29	Achang (Xiandao) TBL	4 5	CVcTCVcT	l u ʔ ⁵⁵ ◦ k o ʔ ⁵⁵	284				2525	-	458
#
2545	Achang_Lianghe	3 0 2 0	430	the sun	pɛi⁵⁵mɑ⁵⁵	the sun	p ɛ i ⁵⁵ + m ɑ ⁵⁵	?	?	sun	pɛi⁵⁵ mɑ⁵⁵  | 1130.10	Achang (Lianghe) JZ-Achang	3 2	CVTCVT	p ɛi ⁵⁵ ◦ m ɑ ⁵⁵	285				2545	-	463
2552	Achang_Longchuan	0 1 2 0	430	the sun	ni³¹mɔ³¹	the sun	n i ³¹ + m ɔ ³¹	?	?	sun n	ni³¹ mɔ³¹  | 0002.28	Achang (Longchuan) TBL	1 2	CVTCVT	n i ³¹ ◦ m ɔ ³¹	285				2552	-	463
2546	Achang_Longchuan_B	0 1 2 3	430	the sun	ni³¹mɔ³¹	the sun	n i ³¹ + m ɔ ³¹ + p u i ⁵⁵	?	?	sun	ni³¹ mɔ³¹; pui⁵⁵  | 2.41	Achang (Longchuan) ZMYYC	1 2 3	CVTCVTCVT	n i ³¹ ◦ m ɔ ³¹	285		ni³¹ mɔ³¹ // pui⁵⁵		2546	-	463
2547	Achang_Luxi	3 0 2 0	430	the sun	pui⁵⁵ma³¹	the sun	p u i ⁵⁵ + m a ³¹	?	?	sun	pui⁵⁵ ma³¹  | 0395.32	Achang (Luxi) JZ-Achang	3 2	CVTCVT	p ui ⁵⁵ ◦ m a ³¹	285				2547	-	463
2554	Atsi	3 0 0 0	430	the sun	pui⁵¹	the sun	p u i ⁵¹	?	?	sun n	pui⁵¹  | 0002.30	Atsi [Zaiwa] TBL	3	CVT	p ui ⁵¹	285				2554	-	463
2548	Atsi_B	3 0 0 0	430	the sun	pui⁵¹	the sun	p u i ⁵¹	?	?	sun	pui⁵¹  | 2.42	Atsi [Zaiwa] ZMYYC	3	CVT	p ui ⁵¹	285				2548	-	463
2530	Atsi_D	25	431	the sun	-undefined	the sun	?	?	?	day; sun	-undefined  | S.13	Atsi [Zaiwa] GHL-PPB	25	VcCVCVCVc	u n ◦ d e ◦ f i ◦ n e d	285				2530	-	464
2555	Bola	3 0 0 0	430	the sun	pui⁵⁵	the sun	p u i ⁵⁵	?	?	sun n	pui⁵⁵  | 0002.32	Bola (Luxi) TBL	3	CVT	p ui ⁵⁵	285				2555	-	463
2549	Burmese_ZMYYC	0 1 0 0	430	the sun	ne	the sun	n e ²	?	niy	sun	ne²  | 2.39	Burmese (Written) ZMYYC	1	CV	n e	285			the sun // to reside	2549	-	463
2550	Hpun	4 5	432	the sun	aìŋzᴜ̀	the sun	a ì + ŋ z ᴜ̀	?	?	sun	aìŋzᴜ̀  | 42	Hpun (Northern) EJAH-Hpun	4 5	VcCV	aì ŋ ◦ z ᴜ̀	285				2550	-	465
2531	Hpun_B	25	431	the sun	ănih⁴	the sun	?	?	?	day; sun	ănih⁴ [kălih¹ puh¹](=we  | S.13	Hpun (Metjo) GHL-PPB	25	VCVcTcCCV	ă ◦ n i h ⁴	285				2531	-	464
2557	Lashi	3 0 0 0	430	the sun	pei³¹	the sun	p e i ³¹	?	?	sun n	pei³¹  | 0002.33	Leqi (Luxi) TBL	3	CVT	p ei ³¹	285				2557	-	463
2532	Lashi_C	25	431	the sun	-undefined	the sun	?	?	?	day; sun	-undefined  | S.13	Lashi (Lachhe') GHL-PPB	25	VcCVCVCVc	u n ◦ d e ◦ f i ◦ n e d	285				2532	-	464
2556	Maru	3 0 0 0	430	the sun	pa³¹	the sun	p a ³¹	?	?	sun n	pa³¹  | 0002.31	Langsu (Luxi) TBL	3	CVT	p a ³¹	285			the sun // to be familiar with	2556	-	463
2551	Maru_B	3 0 0 0	430	the sun	pa³¹	the sun	p a ³¹	?	?	sun	pa³¹  | 2.43	Maru [Langsu] ZMYYC	3	CVT	p a ³¹	285				2551	-	463
2553	Xiandao	0 1 2 0	430	the sun	n³¹mɔ³¹	the sun	n ³¹ + m ɔ ³¹	?	?	sun n	n³¹ mɔ³¹  | 0002.29	Achang (Xiandao) TBL	1 2	CTCVT	n ³¹ ◦ m ɔ ³¹	285				2553	-	463
#
4319	Achang_Longchuan	1 0 2 0	807	the sweat	a³¹xə³⁵	to sweat	a ³¹ + x ə ³⁵	?	?	sweat nbp	a³¹ xə³⁵  | 0154.28	Achang (Longchuan) TBL	1 2	VTCVT	a ³¹ ◦ x ə ³⁵	286				4319	-	984
4320	Atsi	5 7 0	806	the sweat	pui⁵¹pu⁵¹	to sweat	p u i ⁵¹ + p u ⁵¹	?	?	sweat nbp	pui⁵¹ pu⁵¹  | 0154.30	Atsi [Zaiwa] TBL	5 7	CVTCVT	p ui ⁵¹ ◦ p u ⁵¹	286				4320	-	982
4321	Bola	5 0 6	806	the sweat	pau³¹kjø̱³⁵	to sweat	p a u ³¹ + k j ø̱ ³⁵	?	?	sweat nbp	pau³¹ kjø̱³⁵  | 0154.32	Bola (Luxi) TBL	5 6	CVTCCVT	p au ³¹ ◦ k j ø̱ ³⁵	286				4321	-	982
4323	Lashi	5 0 6	806	the sweat	pei³¹ky⁵⁵	to sweat	p e i ³¹ + k y ⁵⁵	?	?	sweat nbp	pei³¹ ky⁵⁵  | 0154.33	Leqi (Luxi) TBL	5 6	CVTCcT	p ei ³¹ k ÿ ⁵⁵	286				4323	-	982
4317	Lashi_B	5 0 6	806	the sweat	pei³¹ky⁵⁵	to sweat	p e i ³¹ + k y ⁵⁵	?	?	sweat / perspiration	pei³¹ ky⁵⁵  | 8.2.1	Lashi DQ-Lashi	5 6	CVTCcT	p ei ³¹ k ÿ ⁵⁵	286				4317	-	982
4322	Maru	5 0 6	806	the sweat	pau³¹kjø³⁵	to sweat	p a u ³¹ + k j ø ³⁵	?	?	sweat nbp	pau³¹ kjø³⁵  | 0154.31	Langsu (Luxi) TBL	5 6	CVTCCVT	p au ³¹ ◦ k j ø ³⁵	286				4322	-	982
4318	Maru_C	5 0 6	806	the sweat	pau³¹kjø³⁵	to sweat	p a u ³¹ + k j ø ³⁵	?	?	sweat / perspiration	pau³¹ kjø³⁵  | 8.2.1	Maru [Langsu] DQ-Langsu	5 6	CVTCCVT	p au ³¹ ◦ k j ø ³⁵	286				4318	-	982
#
2558	Achang_Lianghe	9 10	435	the tail	ui⁵⁵pɑ⁵⁵	the tail	u i ⁵⁵ + p ɑ ⁵⁵	?	?	tail	ui⁵⁵ pɑ⁵⁵  | 608.36	Achang (Lianghe) JZ-Achang	9 10	VTCVT	ui ⁵⁵ ◦ p ɑ ⁵⁵	287				2558	-	468
2572	Achang_Longchuan	1 2	434	the tail	tɕhi³¹ȵaŋ³⁵	the tail	tɕʰ i ³¹ + ȵ a ŋ ³⁵	?	?	tail n	tɕhi³¹ ȵaŋ³⁵  | 0267.28	Achang (Longchuan) TBL	1 2	CVTCVcT	tɕh i ³¹ ◦ ȵ a ŋ ³⁵	287				2572	-	467
2559	Achang_Longchuan_C	1 2	434	the tail	tɕhi³¹ȵaŋ³⁵	the tail	tɕʰ i ³¹ + ȵ a ŋ ³⁵	?	?	tail	tɕhi³¹ ȵaŋ³⁵  | 5.8.1	Achang (Longchuan) JZ-Achang	1 2	CVTCVcT	tɕh i ³¹ ◦ ȵ a ŋ ³⁵	287				2559	-	467
2560	Achang_Luxi	0 5 0 4	433	the tail	a³¹mi³⁵	the tail	a ³¹ + m i ³⁵	?	?	tail	a³¹ mi³⁵  | 348	Achang (Luxi) JZ-Achang	5 4	VTCVT	a ³¹ ◦ m i ³⁵	287				2560	-	466
2574	Atsi	0 5 0 4	433	the tail	ʃŏ²¹mji²¹	the tail	ʃ ŏ ²¹ + m j i ²¹	?	?	tail n	ʃŏ²¹ mji²¹  | 0267.30	Atsi [Zaiwa] TBL	5 4	CVTCCVT	ʃ ŏ ²¹ ◦ m j i ²¹	287				2574	-	466
2563	Atsi_C	0 0 6 4	433	the tail	ʃŏ²¹mji²¹	the tail	ʃ ŏ ²¹ + m j i ²¹	?	?	tail	ʃŏ²¹ mji²¹  | T.15	Atsi [Zaiwa] JZ-Zaiwa	6 4	CVTCCVT	ʃ ŏ ²¹ ◦ m j i ²¹	287				2563	-	466
2562	Atsi_D	0 0 6 4	433	the tail	ʃɔmyi⁴	the tail	ʃ ɔ + m y i ⁴	?	?	tail	ʃɔmyi⁴  | T.15	Atsi [Zaiwa] GHL-PPB	6 4	CVCCVT	ʃ ɔ ◦ m y i ⁴	287				2562	-	466
2575	Bola	0 5 0 4	433	the tail	ʃă³⁵mi³¹	the tail	ʃ ă ³⁵ + m i ³¹	?	?	tail n	ʃă³⁵ mi³¹  | 0267.32	Bola (Luxi) TBL	5 4	CVTCVT	ʃ ă ³⁵ ◦ m i ³¹	287				2575	-	466
2564	Bola_B	0 0 6 4	433	the tail	ʃă³⁵mi³¹	the tail	ʃ ă ³⁵ + m i ³¹	?	?	tail	ʃă³⁵ mi³¹  | 317	Bola DQ-Bola	6 4	CVTCVT	ʃ ă ³⁵ ◦ m i ³¹	287				2564	-	466
2565	Burmese_ZMYYC	0 5 0 4	433	the tail	a mrīḥ	the tail	ɑ ¹ + m r i ³	1	mrīḥ	tail	ɑ¹ mri³  | 177.39	Burmese (Written) ZMYYC	5 4	V_CCVT	a ◦ m r ī ḥ	287				2565	-	466
2567	Hpun	0 5 0 4	433	the tail	ămì	the tail	ă + m ì	?	?	tail	ămì  | P.12	Hpun (Northern) EJAH-Hpun	5 4	VCV	ă ◦ m ì	287				2567	-	466
2566	Hpun_B	0 5 0 4	433	the tail	ămi⁴	the tail	ă + m i ⁴	?	?	tail	ămi⁴  | T.15	Hpun (Metjo) GHL-PPB	5 4	VCVT	ă ◦ m i ⁴	287				2566	-	466
2577	Lashi	0 5 0 4	433	the tail	ʃŏ⁵⁵mji³³	the tail	ʃ ŏ ⁵⁵ + m j i ³³	?	?	tail n	ʃŏ⁵⁵ mji³³  | 0267.33	Leqi (Luxi) TBL	5 4	CVTCCVT	ʃ ŏ ⁵⁵ ◦ m j i ³³	287				2577	-	466
2570	Lashi_B	0 0 6 4	433	the tail	ʃə̌⁵⁵mji³³	the tail	ʃ ə̌ ⁵⁵ + m j i ³³	?	?	tail (of animal)	ʃə̌⁵⁵ mji³³  | 5.10.3	Lashi DQ-Lashi	6 4	CVTCCVT	ʃ ə̌ ⁵⁵ ◦ m j i ³³	287				2570	-	466
2568	Lashi_C	0 0 6 4	433	the tail	ʃɔ̆◦myi⁴	the tail	ʃ ɔ̆ + ◦ m y i ⁴	?	?	tail	ʃɔ̆◦myi⁴  | T.15	Lashi (Lachhe') GHL-PPB	6 4	CV_CCVT	ʃ ɔ̆ ◦ m y i ⁴	287				2568	-	466
2576	Maru	0 5 0 4	433	the tail	ʃɔ̆³⁵mji³¹	the tail	ʃ ɔ̆ ³⁵ + m j i ³¹	?	?	tail n	ʃɔ̆³⁵ mji³¹  | 0267.31	Langsu (Luxi) TBL	5 4	CVTCCVT	ʃ ɔ̆ ³⁵ ◦ m j i ³¹	287				2576	-	466
2569	Maru_B	0 0 6 4	433	the tail	ʃɔ̆³⁵mji³¹	the tail	ʃ ɔ̆ ³⁵ + m j i ³¹	?	?	tail	ʃɔ̆³⁵ mji³¹  | 177.43	Maru [Langsu] ZMYYC	6 4	CVTCCVT	ʃ ɔ̆ ³⁵ ◦ m j i ³¹	287				2569	-	466
2571	Maru_C	0 0 6 4	433	the tail	ʃɔ̆³⁵mji³¹	the tail	ʃ ɔ̆ ³⁵ + m j i ³¹	?	?	tail (of animal)	ʃɔ̆³⁵ mji³¹  | 5.10.3	Maru [Langsu] DQ-Langsu	6 4	CVTCCVT	ʃ ɔ̆ ³⁵ ◦ m j i ³¹	287				2571	-	466
2573	Xiandao	3 0 0 4	433	the tail	n̥i³¹tʂhɔ³¹	the tail	n̥ i ³¹ + tʂʰ ɔ ³¹	?	?	tail n	n̥i³¹ tʂhɔ³¹  | 0267.29	Achang (Xiandao) TBL	3 4	CVTCVT	n̥ i ³¹ ◦ tʂh ɔ ³¹	287				2573	-	466
2561	Xiandao_B	7 8	436	the tail	n̥i³¹tʂʰɔ³¹	the tail	n̥ i ³¹ + tʂʰ ɔ ³¹	?	?	tail	n̥i³¹ tʂʰɔ³¹  | 317	Achang (Xiandao) DQ-Xiandao	7 8	CVTCVT	n̥ i ³¹ ◦ tʂʰ ɔ ³¹	287				2561	-	469
#
1111	Lashi_B	0 6 7 3 4	205	the thigh bone	ta̱ŋ⁵⁵pou⁵⁵ʃǒ⁵⁵jou³³	the bone	t a̱ ŋ ⁵⁵ + p o u ⁵⁵ + ʃ ǒ ⁵⁵ + j o u ³³	?	?	thigh bone / femur	ta̱ŋ⁵⁵ pou⁵⁵ ʃǒ⁵⁵ jou³³  | 6.2.1.1	Lashi DQ-Lashi	6 7 3 4	CVcTCVTCVTCVT	t a̱ ŋ ⁵⁵ ◦ p ou ⁵⁵ ◦ ʃ ǒ ⁵⁵ ◦ j ou ³³	288				1111	-	153
1112	Maru_C	0 6 7 0 4	205	the thigh bone	tɔ̱̃⁵⁵puk⁵⁵ɣuk⁵⁵	the bone	t ɔ̱̃ ⁵⁵ + p u k ⁵⁵ + ɣ u k ⁵⁵	?	?	thigh bone / femur	tɔ̱̃⁵⁵ puk⁵⁵ ɣuk⁵⁵  | 6.2.1.1	Maru [Langsu] DQ-Langsu	6 7 4	CVVTCVcTCVcT	t ɔ̱̃ ∼ ⁵⁵ ◦ p u k ⁵⁵ ◦ ɣ u k ⁵⁵	288				1112	-	153
#
2822	Achang_Lianghe	0 0 0 0 0 0 0 0 0 0 5 0 6 0 0 0	467	the this year	ku⁵⁵tshuʔ⁵⁵	the year	k u ⁵⁵ + tsʰ u ʔ ⁵⁵	?	?	this year	ku⁵⁵ tshuʔ⁵⁵  | 0823.40	Achang (Lianghe) JZ-Achang	5 6	CVTCVcT	k u ⁵⁵ ◦ tsh u ʔ ⁵⁵	289				2822	-	513
2824	Achang_Longchuan	0 0 0 0 0 0 0 0 0 0 5 0 0 0 1 0	467	the this year	xai⁵⁵nək⁵⁵	the year	x a i ⁵⁵ + n ə k ⁵⁵	?	?	this year n/adv	xai⁵⁵ nək⁵⁵  | 0778.28	Achang (Longchuan) TBL	5 1	CVTCVcT	x ai ⁵⁵ ◦ n ə k ⁵⁵	289				2824	-	513
2823	Achang_Luxi	0 0 0 0 0 0 0 0 0 0 5 0 6 0 0 0	467	the this year	kuʔ³¹tshuʔ⁵⁵	the year	k u ʔ ³¹ + tsʰ u ʔ ⁵⁵	?	?	this year	kuʔ³¹ tshuʔ⁵⁵  | 0553.16	Achang (Luxi) JZ-Achang	5 6	CVcTCVcT	k u ʔ ³¹ ◦ tsh u ʔ ⁵⁵	289				2823	-	513
2826	Atsi	0 0 0 0 0 0 0 0 0 0 5 7 0 0 0 0	467	the this year	khĕ⁵⁵tsan⁵¹	the year	kʰ ĕ ⁵⁵ + ts a n ⁵¹	?	?	this year n/adv	khĕ⁵⁵ tsan⁵¹  | 0778.30	Atsi [Zaiwa] TBL	5 7	CVTCVcT	kh ĕ ⁵⁵ ◦ ts a n ⁵¹	289				2826	-	513
2827	Bola	8 0 0 0 0 0 0 0 0 0 5 7 0 0 0 0	467	the this year	a³¹khə̆³¹tɛ̃⁵⁵	the year	a ³¹ + kʰ ə̆ ³¹ + t ɛ̃ ⁵⁵	?	?	this year n/adv	a³¹ khə̆³¹ tɛ̃⁵⁵  | 0778.32	Bola (Luxi) TBL	8 5 7	VTCVTCVVT	a ³¹ ◦ kh ə̆ ³¹ ◦ t ɛ̃ ∼ ⁵⁵	289				2827	-	513
