# EDICTOR
@modified: 2016-02-15 15:48
#
ID	ORIGINAL_TAXNAME	TOKENS	DOCULECT	CONCEPT	POS	STEDT_SRCID	COGID	STEDT_RN	STEDT_REFLEX	CONCEPT_ID	NOTE	SOURCE	STEDT_CONCEPT	IPA	ORIGINAL_ENTRY	ORIGINAL_CONCEPT
3153	Achang (Xiandao) TBL	t u n ³¹	Xiandao	to push	verb	1689.29	862	428385	tun³¹	1689		TBL	push / shove	tun³¹	tun³¹  | 1689.29	push / shove v.
5672		t ũ ⁵⁵	Rangoon	to push	verb	1689.27	862	428383	tũ⁵⁵	1689		TBL	push / shove	tũ⁵⁵		
6107		t o n ³	Written_Burmese	to push	verb	1689.26	862	428382	ton³	1689		TBL	push / shove	ton³		
#
3236	Achang (Longchuan) TBL	m a u ³¹ ◦ ʐ o ⁵⁵	Achang_Longchuan	the rain	verb	0010.28	379	345482	mau³¹ʐo⁵⁵	0010		TBL	rain	mau³¹ʐo⁵⁵	mau³¹ ʐo⁵⁵  | 0010.28	rain n
3239	Atsi [Zaiwa] TBL	m a u ²¹	Atsi	the rain	verb	0010.30	379	345484	mau²¹	0010		TBL	rain	mau²¹	mau²¹  | 0010.30	rain n
3242	Bola (Luxi) TBL	m a u ³¹ ◦ ɣ ɔ ⁵⁵	Bola	the rain	verb	0010.32	379	345486	mau³¹ɣɔ⁵⁵	0010		TBL	rain	mau³¹ɣɔ⁵⁵	mau³¹ ɣɔ⁵⁵  | 0010.32	rain n
3246	Leqi (Luxi) TBL	m o u ³³ ◦ w ɔ ³¹	Lashi	the rain	verb	0010.33	379	345487	mou³³wɔ³¹	0010		TBL	rain	mou³³wɔ³¹	mou³³ wɔ³¹  | 0010.33	rain v
3248	Langsu (Luxi) TBL	m u k ⁵⁵	Maru	the rain	verb	0010.31	379	345485	muk⁵⁵	0010		TBL	rain	muk⁵⁵	muk⁵⁵  | 0010.31	rain n
3250	Achang (Xiandao) TBL	m a u ³¹ ◦ ʐ o ⁵⁵	Xiandao	the rain	verb	0010.29	379	345483	mau³¹ʐo⁵⁵	0010		TBL	rain	mau³¹ʐo⁵⁵	mau³¹ ʐo⁵⁵  | 0010.29	rain n
5281		m o ⁵⁵	Rangoon	the rain	verb	0010.27	379	345481	mo⁵⁵	0010	bad concept	TBL	rain	mo⁵⁵		
5723		m o ³	Written_Burmese	the rain	verb	0010.26	379	345480	mo³	0010	bad concept	TBL	rain	mo³		
#
3281	Achang (Longchuan) TBL	n a ⁵⁵	Achang_Longchuan	red	other	1007.28	11	396908	na⁵⁵	1007		TBL	red	na⁵⁵	na⁵⁵  | 1007.28	red
3283	Atsi [Zaiwa] TBL	n e ⁵¹	Atsi	red	other	1007.30	11	396910	ne⁵¹	1007		TBL	red	ne⁵¹	ne⁵¹  | 1007.30	red
3285	Bola (Luxi) TBL	n ɛ ⁵⁵	Bola	red	other	1007.32	11	396912	nɛ⁵⁵	1007		TBL	red	nɛ⁵⁵	nɛ⁵⁵  | 1007.32	red
3286	Burmese (Written) ZMYYC	n ī	Burmese	red	other	837.39	11	?		837		HILL/ZMYYC	red	nī	ni²  | 837.39	red
3287	Hpun (Northern) EJAH-Hpun	k ă ◦ n ɛ̀	Hpun	red	other	H.121	11	?		H		EJAH-Hpun	red	kănɛ̀	kănɛ̀  | H.121	red
3289	Leqi (Luxi) TBL	n ɛː ³¹	Lashi	red	other	1007.33	11	396913	nɛː³¹	1007		TBL	red	nɛː³¹	nɛː³¹  | 1007.33	red
3291	Langsu (Luxi) TBL	n ɛ ³¹	Maru	red	other	1007.31	11	396911	nɛ³¹	1007		TBL	red	nɛ³¹	nɛ³¹  | 1007.31	red
3292	Achang (Xiandao) TBL	n a ⁵⁵	Xiandao	red	other	1007.29	11	396909	na⁵⁵	1007		TBL	red	na⁵⁵	na⁵⁵  | 1007.29	red
3293	Burmese (Written) ZMYYC	n ī	Old_Burmese	red	other	?	11	?		?		HILL/ZMYYC	red	nī	nī | ?	red
5424		n i ²²	Rangoon	red	other	1007.27	11	396907	ni²²	1007		TBL	red	ni²²		
5864		n i ²	Written_Burmese	red	other	1007.26	11	396906	ni²	1007		TBL	red	ni²		
#
3298	Achang (Longchuan) TBL	ȵ ɔ ʔ ⁵⁵	Achang_Longchuan	to reside (live)	verb	1452.28	813	417225	ȵɔʔ⁵⁵	1452		TBL	live / reside	ȵɔʔ⁵⁵	ȵɔʔ⁵⁵  | 1452.28	live / reside v.
3300	Atsi [Zaiwa] TBL	ŋ j i ⁵¹	Atsi	to reside (live)	verb	1452.30	813	417227	ŋji⁵¹	1452		TBL	live / reside	ŋji⁵¹	ŋji⁵¹  | 1452.30	live / reside v.
3302	Bola (Luxi) TBL	ŋ j i ⁵⁵	Bola	to reside (live)	verb	1452.32	813	417229	ŋji⁵⁵	1452		TBL	live / reside	ŋji⁵⁵	ŋji⁵⁵  | 1452.32	live / reside v.
3304	Leqi (Luxi) TBL	l uː ŋ ⁵⁵	Lashi	to reside (live)	verb	1452.33	815	417230	luːŋ⁵⁵	1452		TBL	live / reside	luːŋ⁵⁵	luːŋ⁵⁵  | 1452.33	live / reside v.
3305	Langsu (Luxi) TBL	n a ³¹	Maru	to reside (live)	verb	1452.31	813	417228	na³¹	1452		TBL	live / reside	na³¹	na³¹  | 1452.31	live / reside v.
3307	Achang (Xiandao) TBL	n a i ⁵⁵	Xiandao	to reside (live)	verb	1452.29	813	417226	nai⁵⁵	1452		TBL	live / reside	nai⁵⁵	nai⁵⁵  | 1452.29	live / reside v.
3308	Burmese (Written) ZMYYC	n i y	Old_Burmese	to reside (live)	verb	?	813	?		?		HILL/ZMYYC	dwell / live	niy	niy | ?	dwell / live
5330		n e ²²	Rangoon	to reside (live)	verb	1452.27	813	417224	ne²²	1452		TBL	live / reside	ne²²		
5771		n e ²	Written_Burmese	to reside (live)	verb	1452.26	813	417223	ne²	1452		TBL	live / reside	ne²		
#
3310	Achang (Longchuan) TBL	tsh e n ⁵⁵	Achang_Longchuan	the rice plant	noun	0439.28	389	367506	tshen⁵⁵	0439		TBL	rice	tshen⁵⁵	tshen⁵⁵  | 0439.28	rice n
3311	Atsi [Zaiwa] TBL	tʃh i n ⁵¹	Atsi	the rice plant	noun	0439.30	389	367508	tʃhin⁵¹	0439		TBL	rice	tʃhin⁵¹	tʃhin⁵¹  | 0439.30	rice n
3312	Bola (Luxi) TBL	tʃh ɔ n ⁵⁵	Bola	the rice plant	noun	0439.32	389	367510	tʃhɔn⁵⁵	0439		TBL	rice	tʃhɔn⁵⁵	tʃhɔn⁵⁵  | 0439.32	rice n
3313	Leqi (Luxi) TBL	tʃh ɛ n ³³	Lashi	the rice plant	noun	0439.33	389	367511	tʃhɛn³³	0439		TBL	rice	tʃhɛn³³	tʃhɛn³³  | 0439.33	rice n
3314	Langsu (Luxi) TBL	tʃh i ŋ ³¹	Maru	the rice plant	noun	0439.31	389	367509	tʃhiŋ³¹	0439		TBL	rice	tʃhiŋ³¹	tʃhiŋ³¹  | 0439.31	rice n
3315	Achang (Xiandao) TBL	tsh ɛ n ⁵⁵	Xiandao	the rice plant	noun	0439.29	389	367507	tshɛn⁵⁵	0439		TBL	rice	tshɛn⁵⁵	tshɛn⁵⁵  | 0439.29	rice n
5674		sh ɑ̃ ∼ ²²	Rangoon	the rice plant	noun	0439.27	389	367505	shɑ̃²²	0439		TBL	rice	shɑ̃²²		
6109		sh ɑ n ²	Written_Burmese	the rice plant	noun	0439.26	389	367504	shɑn²	0439		TBL	rice	shɑn²		
#
3331	Burmese (Written) ZMYYC	y ā	Old_Burmese	right	other	?	19	?		?		HILL/ZMYYC	right	yā	yā | ?	right
6137	Atsi [Zaiwa]	l o ʔ ²¹ ◦ j o ⁵¹	Atsi	right		0711.30	19	42027		0711		TBL		loʔ²¹jo⁵¹	loʔ²¹jo⁵¹	right
6149	Burmese (Written)	j ɑɑ ²	Written_Burmese	right		0711.26	19	32828		0711		TBL		jɑɑ²	jɑɑ²	right
6150	Burmese (Written)	ȵ ɑɑ ²	Written_Burmese	right		0711.26	20	32829		0711		TBL		ȵɑɑ²	ȵɑɑ²	right
6318	Leqi (Luxi)	l ɔ ʔ ³¹ ◦ j o ³¹	Lashi	right		0711.33	19	47488		0711		TBL		lɔʔ³¹jo³¹	lɔʔ³¹jo³¹	right
6361	Burmese (Rangoon)	ȵ ɑ ²²	Rangoon	right		0711.27	20	34723		0711		TBL		ȵɑ²²	ȵɑ²²	right
6364	Burmese (Rangoon)	j ɑ ²²	Rangoon	right		0711.27	19	34722		0711		TBL		jɑ²²	jɑ²²	right
6387	Achang (Xiandao)	l ɔ ʔ ⁵⁵ ◦ j ɔ ⁵⁵	Xiandao	right		0711.29	19	38386		0711		TBL		lɔʔ⁵⁵jɔ⁵⁵	lɔʔ⁵⁵jɔ⁵⁵	right
6438	Bola (Luxi)	l a ʔ ³¹ ◦ j a ⁵⁵	Bola	right		0711.32	19	45669		0711		TBL		laʔ³¹ja⁵⁵	laʔ³¹ja⁵⁵	right
6512	Achang (Longchuan)	l ɔ ʔ ³¹ ◦ ʑ ɔ ⁵⁵ ◦ p a ³¹	Achang_Longchuan	right		0711.28	19	36609		0711		TBL		lɔʔ³¹ʑɔ⁵⁵pa³¹	lɔʔ³¹ʑɔ⁵⁵pa³¹	right
6572	Langsu (Luxi)	l ɔ ʔ ³¹ ◦ j ɔ ³¹	Maru	right		0711.31	19	43887		0711		TBL		lɔʔ³¹jɔ³¹	lɔʔ³¹jɔ³¹	right
#
3334	Achang (Longchuan) TBL	ts ɿ ⁵⁵	Achang_Longchuan	correct (right)	other	1045.28	12	398782	tsɿ⁵⁵	1045		TBL	right / correct	tsɿ⁵⁵	tsɿ⁵⁵  | 1045.28	right / correct
3337	Atsi [Zaiwa] TBL	tʃ o ²¹	Atsi	correct (right)	other	1045.30	12	398784	tʃo²¹	1045		TBL	right / correct	tʃo²¹	tʃo²¹  | 1045.30	right / correct
3339	Bola (Luxi) TBL	tʃ ɔ ³¹	Bola	correct (right)	other	1045.32	12	398786	tʃɔ³¹	1045		TBL	right / correct	tʃɔ³¹	tʃɔ³¹  | 1045.32	right / correct
3342	Leqi (Luxi) TBL	k ɛː ³¹	Lashi	correct (right)	other	1045.33	15	398787	kɛː³¹	1045		TBL	right / correct	kɛː³¹	kɛː³¹  | 1045.33	right / correct
3343	Langsu (Luxi) TBL	tʃ ɔ ³¹	Maru	correct (right)	other	1045.31	12	398785	tʃɔ³¹	1045		TBL	right / correct	tʃɔ³¹	tʃɔ³¹  | 1045.31	right / correct
3344	Achang (Xiandao) TBL	c ɛ ⁵⁵	Xiandao	correct (right)	other	1045.29	12	398783	cɛ⁵⁵	1045		TBL	right / correct	cɛ⁵⁵	cɛ⁵⁵  | 1045.29	right / correct
3345	Burmese (Written) ZMYYC	mh a n	Old_Burmese	correct (right)	other	?	14	?		?		HILL/ZMYYC	right / correct	mhan	mhan | ?	right / correct
5251		m̥ ɑ̃ ∼ ²²	Rangoon	correct (right)	other	1045.27	14	398781	m̥ɑ̃²²	1045		TBL	right / correct	m̥ɑ̃²²		
5693		hm ɑ n ²	Written_Burmese	correct (right)	other	1045.26	14	398780	hmɑn²	1045		TBL	right / correct	hmɑn²		
#
3365	Achang (Longchuan) TBL	tʂh ă ⁵⁵ ◦ ʐ o ŋ ³¹	Achang_Longchuan	the river	noun	0030.28	397	346520	tʂhă⁵⁵ʐoŋ³¹	0030		TBL	river	tʂhă⁵⁵ʐoŋ³¹	tʂhă⁵⁵ ʐoŋ³¹  | 0030.28	river n
3368	Atsi [Zaiwa] TBL	v u i ⁵¹ ◦ m o ⁵⁵	Atsi	the river	noun	0030.30	400	346522	vui⁵¹mo⁵⁵	0030		TBL	river	vui⁵¹mo⁵⁵	vui⁵¹ mo⁵⁵  | 0030.30	river n
3370	Bola (Luxi) TBL	ɣ ə i ⁵⁵ ◦ l ɔ̃ ∼ ⁵⁵	Bola	the river	noun	0030.32	400	346524	ɣəi⁵⁵lɔ̃⁵⁵	0030		TBL	river	ɣəi⁵⁵lɔ̃⁵⁵	ɣəi⁵⁵ lɔ̃⁵⁵  | 0030.32	river n
3373	Leqi (Luxi) TBL	k j e i ⁵³ ◦ m ə ŋ ³³	Lashi	the river	noun	0030.33	403	346525	kjei⁵³məŋ³³	0030		TBL	river	kjei⁵³məŋ³³	kjei⁵³ məŋ³³  | 0030.33	river n
3374	Langsu (Luxi) TBL	ɣ ə k ³¹ ◦ l ɔ̃ ∼ ³¹	Maru	the river	noun	0030.31	400	346523	ɣək³¹lɔ̃³¹	0030		TBL	river	ɣək³¹lɔ̃³¹	ɣək³¹ lɔ̃³¹  | 0030.31	river n
3376	Achang (Xiandao) TBL	t i ⁵⁵ ◦ k ɯ ³¹	Xiandao	the river	noun	0030.29	399	346521	ti⁵⁵kɯ³¹	0030		TBL	river	ti⁵⁵kɯ³¹	ti⁵⁵ kɯ³¹  | 0030.29	river n
3377	Burmese (Written) ZMYYC	m l a c	Old_Burmese	the river	noun	1	401	?		1		HILL/ZMYYC	river	mlac	mlac | 1	river
5343		m j i ʔ ⁴	Rangoon	the river	noun	0030.27	401	346519	mjiʔ⁴	0030		TBL	river	mjiʔ⁴		
5784		m r ɑ s ⁴	Written_Burmese	the river	noun	0030.26	401	346518	mrɑs⁴	0030		TBL	river	mrɑs⁴		
#
3387	Achang (Longchuan) TBL	x a ⁵⁵ ◦ m ʐ u a ³¹	Achang_Longchuan	the road	noun	0038.28	404	346936	xa⁵⁵mʐua³¹	0038		TBL	road	xa⁵⁵mʐua³¹	xa⁵⁵ mʐua³¹  | 0038.28	road n
3390	Atsi [Zaiwa] TBL	kh j o ⁵¹	Atsi	the road	noun	0038.30	404	346938	khjo⁵¹	0038		TBL	road	khjo⁵¹	khjo⁵¹  | 0038.30	road n
3392	Bola (Luxi) TBL	kh j a ⁵⁵	Bola	the road	noun	0038.32	404	346940	khja⁵⁵	0038		TBL	road	khja⁵⁵	khja⁵⁵  | 0038.32	road n
3394	Leqi (Luxi) TBL	kh j o ³³	Lashi	the road	noun	0038.33	404	346941	khjo³³	0038		TBL	road	khjo³³	khjo³³  | 0038.33	road n
3395	Langsu (Luxi) TBL	kh j ɔ ³¹	Maru	the road	noun	0038.31	404	346939	khjɔ³¹	0038		TBL	road	khjɔ³¹	khjɔ³¹  | 0038.31	road n
3397	Achang (Xiandao) TBL	ch ɔ ⁵⁵ ◦ m ɔ ³¹	Xiandao	the road	noun	0038.29	404	346937	chɔ⁵⁵mɔ³¹	0038		TBL	road	chɔ⁵⁵mɔ³¹	chɔ⁵⁵ mɔ³¹  | 0038.29	road n
3398	Burmese (Written) ZMYYC	l a m ḥ	Old_Burmese	the road	noun	?	410	?		?		HILL/ZMYYC	road / way	lamḥ	lamḥ | ?	road / way
5638		l ɑ̃ ∼ ⁵⁵	Rangoon	the road	noun	0038.27	410	346935	lɑ̃⁵⁵	0038		TBL	road	lɑ̃⁵⁵		
6074		l ɑ m ³	Written_Burmese	the road	noun	0038.26	410	346934	lɑm³	0038		TBL	road	lɑm³		
#
3401	Achang (Longchuan) TBL	m ʐ u a t ⁵⁵	Achang_Longchuan	the root	noun	0375.28	414	364203	mʐuat⁵⁵	0375		TBL	root	mʐuat⁵⁵	mʐuat⁵⁵  | 0375.28	root nveg
3404	Atsi [Zaiwa] TBL	a ²¹ ◦ p u̱ n ⁵¹	Atsi	the root	noun	0375.30	21	364205	a²¹pu̱n⁵¹	0375		TBL	root	a²¹pu̱n⁵¹	a²¹ pu̱n⁵¹  | 0375.30	root nveg
3406	Bola (Luxi) TBL	s a k ⁵⁵ ◦ k j i ³¹	Bola	the root	noun	0375.32	416	364207	sak⁵⁵kji³¹	0375		TBL	root	sak⁵⁵kji³¹	sak⁵⁵ kji³¹  | 0375.32	root nveg
3409	Leqi (Luxi) TBL	ɑ ³¹ ◦ p ɔ̱ n ³³	Lashi	the root	noun	0375.33	21	364208	ɑ³¹pɔ̱n³³	0375		TBL	root	ɑ³¹pɔ̱n³³	ɑ³¹ pɔ̱n³³  | 0375.33	root nveg
3410	Langsu (Luxi) TBL	p a̱ n ³¹	Maru	the root	noun	0375.31	21	364206	pa̱n³¹	0375		TBL	root	pa̱n³¹	pa̱n³¹  | 0375.31	root nveg
3412	Achang (Xiandao) TBL	m ɛ t ⁵⁵	Xiandao	the root	noun	0375.29	414	364204	mɛt⁵⁵	0375		TBL	root	mɛt⁵⁵	mɛt⁵⁵  | 0375.29	root nveg
3413	Burmese (Written) ZMYYC	m r y a t	Old_Burmese	the root	noun	1	414	?		1		HILL/ZMYYC	root	mryat	mryat | 1	root
5583		ɑ ⁵³ ◦ m j i ʔ ⁴	Rangoon	the root	noun	0375.27	414	364202	ɑ⁵³mjiʔ⁴	0375		TBL	root	ɑ⁵³mjiʔ⁴		
6019		ɑ ¹ ◦ m r ɑ s ⁴	Written_Burmese	the root	noun	0375.26	414	364201	ɑ¹mrɑs⁴	0375		TBL	root	ɑ¹mrɑs⁴		
#
3416	Achang (Longchuan) TBL	t o i ³¹	Achang_Longchuan	the rope	noun	0619.28	417	376801	toi³¹	0619		TBL	rope / string	toi³¹	toi³¹  | 0619.28	rope / string n
3419	Atsi [Zaiwa] TBL	t u̱ i ²¹	Atsi	the rope	noun	0619.30	417	376803	tu̱i²¹	0619		TBL	rope / string	tu̱i²¹	tu̱i²¹  | 0619.30	rope / string n
3421	Bola (Luxi) TBL	t u̱ i ³⁵	Bola	the rope	noun	0619.32	417	376805	tu̱i³⁵	0619		TBL	rope / string	tu̱i³⁵	tu̱i³⁵  | 0619.32	rope / string n
3424	Leqi (Luxi) TBL	t ə̱ ⁵⁵	Lashi	the rope	noun	0619.33	417	376806	tə̱⁵⁵	0619		TBL	rope / string	tə̱⁵⁵	tə̱⁵⁵  | 0619.33	rope / string n
3425	Langsu (Luxi) TBL	t ɔ̱ i ³⁵	Maru	the rope	noun	0619.31	417	376804	tɔ̱i³⁵	0619		TBL	rope / string	tɔ̱i³⁵	tɔ̱i³⁵  | 0619.31	rope / string n
3427	Achang (Xiandao) TBL	t u i ³¹	Xiandao	the rope	noun	0619.29	417	376802	tui³¹	0619		TBL	rope / string	tui³¹	tui³¹  | 0619.29	rope / string n
3428	Burmese (Written) ZMYYC	k r ui w ḥ	Old_Burmese	the rope	noun	?	417	?		?		HILL/ZMYYC	rope	kruiwḥ	kruiwḥ | ?	rope
5561		ʨ o ⁵⁵	Rangoon	the rope	noun	0619.27	417	376800	tɕo⁵⁵	0619		TBL	rope / string	ʨo⁵⁵		
5997		k r o ³	Written_Burmese	the rope	noun	0619.26	417	376799	kro³	0619		TBL	rope / string	kro³		
#
3467	Achang (Longchuan) TBL	p i ³¹	Achang_Longchuan	run	verb	1544.28	904	421525	pi³¹	1544	bad concept	TBL	run	pi³¹	pi³¹  | 1544.28	run v.
3468	Atsi [Zaiwa] TBL	t i n ⁵¹	Atsi	run	verb	1544.30	907	421527	tin⁵¹	1544	bad concept	TBL	run	tin⁵¹	tin⁵¹  | 1544.30	run v.
3469	Bola (Luxi) TBL	v ə i ³⁵	Bola	run	verb	1544.32	906	421529	vəi³⁵	1544	bad concept	TBL	run	vəi³⁵	vəi³⁵  | 1544.32	run v.
3470	Leqi (Luxi) TBL	k əː ³¹	Lashi	run	verb	1544.33	910	421530	kəː³¹	1544	bad concept	TBL	run	kəː³¹	kəː³¹  | 1544.33	run v.
3471	Langsu (Luxi) TBL	v a ⁵⁵	Maru	run	verb	1544.31	906	421528	va⁵⁵	1544	bad concept	TBL	run	va⁵⁵	va⁵⁵  | 1544.31	run v.
3472	Achang (Xiandao) TBL	p i ³¹	Xiandao	run	verb	1544.29	904	421526	pi³¹	1544	bad concept	TBL	run	pi³¹	pi³¹  | 1544.29	run v.
5595		p j e ⁵⁵	Rangoon	run	verb	1544.27	904	421524	pje⁵⁵	1544	bad concept	TBL	run	pje⁵⁵		
6031		p r e ³	Written_Burmese	run	verb	1544.26	904	421523	pre³	1544	bad concept	TBL	run	pre³		
#
3476	Achang (Longchuan) TBL	tɕh ɔ ³¹	Achang_Longchuan	the salt	noun	0061.28	421	348135	tɕhɔ³¹	0061		TBL	salt	tɕhɔ³¹	tɕhɔ³¹  | 0061.28	salt n
3479	Atsi [Zaiwa] TBL	tsh o ⁵⁵	Atsi	the salt	noun	0061.30	421	348137	tsho⁵⁵	0061		TBL	salt	tsho⁵⁵	tsho⁵⁵  | 0061.30	salt n
3481	Bola (Luxi) TBL	th a ³⁵	Bola	the salt	noun	0061.32	421	348139	tha³⁵	0061		TBL	salt	tha³⁵	tha³⁵  | 0061.32	salt n
3484	Leqi (Luxi) TBL	tsh o ⁵⁵	Lashi	the salt	noun	0061.33	421	348140	tsho⁵⁵	0061		TBL	salt	tsho⁵⁵	tsho⁵⁵  | 0061.33	salt n
3485	Langsu (Luxi) TBL	tsh ɔ ³⁵	Maru	the salt	noun	0061.31	421	348138	tshɔ³⁵	0061		TBL	salt	tshɔ³⁵	tshɔ³⁵  | 0061.31	salt n
3487	Achang (Xiandao) TBL	ch ɔ ³¹	Xiandao	the salt	noun	0061.29	421	348136	chɔ³¹	0061		TBL	salt	chɔ³¹	chɔ³¹  | 0061.29	salt n
3488	Burmese (Written) ZMYYC	ch ā ḥ	Old_Burmese	the salt	noun	?	421	?		?		HILL/ZMYYC	salt	chāḥ	chāḥ | ?	salt
5653		sh ɑ ⁵⁵	Rangoon	the salt	noun	0061.27	421	348134	shɑ⁵⁵	0061		TBL	salt	shɑ⁵⁵		
6088		sh ɑ ³	Written_Burmese	the salt	noun	0061.26	421	348133	shɑ³	0061		TBL	salt	shɑ³		
#
3491	Achang (Longchuan) TBL	s ă ³¹ ◦ l e ⁵⁵	Achang_Longchuan	the sand	noun	0044.28	422	347248	să³¹|le⁵⁵	0044		TBL	sand	să³¹le⁵⁵	să³¹ le⁵⁵  | 0044.28	sand n
3494	Atsi [Zaiwa] TBL	s ă ²¹ ◦ m u i ⁵¹	Atsi	the sand	noun	0044.30	422	347250	să²¹mui⁵¹	0044		TBL	sand	să²¹mui⁵¹	să²¹ mui⁵¹  | 0044.30	sand n
3496	Bola (Luxi) TBL	m ɛ ⁵⁵ ◦ ʃ a ⁵⁵	Bola	the sand	noun	0044.32	422	347252	mɛ⁵⁵ʃa⁵⁵	0044		TBL	sand	mɛ⁵⁵ʃa⁵⁵	mɛ⁵⁵ ʃa⁵⁵  | 0044.32	sand n
3499	Leqi (Luxi) TBL	s ə̆ ⁵⁵ ◦ m u i ³¹	Lashi	the sand	noun	0044.33	422	347253	sə̆⁵⁵mui³¹	0044		TBL	sand	sə̆⁵⁵mui³¹	sə̆⁵⁵ mui³¹  | 0044.33	sand n
3500	Langsu (Luxi) TBL	m a ³¹ ◦ ʃ ɔ ³¹	Maru	the sand	noun	0044.31	422	347251	ma³¹ʃɔ³¹	0044		TBL	sand	ma³¹ʃɔ³¹	ma³¹ ʃɔ³¹  | 0044.31	sand n
3502	Achang (Xiandao) TBL	s a ³¹ ◦ l ɛ ³¹	Xiandao	the sand	noun	0044.29	422	347249	sa³¹|lɛ³¹	0044		TBL	sand	sa³¹lɛ³¹	sa³¹ lɛ³¹  | 0044.29	sand n
3503	Burmese (Written) ZMYYC	s ai	Old_Burmese	the sand	noun	?	422	?		?		HILL/ZMYYC	sand	sai	sai | ?	sand
5506		tθ ɛ ⁵⁵	Rangoon	the sand	noun	0044.27	422	347247	tθɛ⁵⁵	0044		TBL	sand	tθɛ⁵⁵		
5944		tθ ɑi ³	Written_Burmese	the sand	noun	0044.26	422	347246	tθɑi³	0044		TBL	sand	tθɑi³		
#
3519	Burmese (Written) ZMYYC	ph y o k	Burmese	to scratch	verb	555.39	921	?		555	bad concept	HILL/ZMYYC	scratch	phyok	phjɔk  | 555.39	scratch
3520	Hpun (Northern) EJAH-Hpun	x ᴜ̀	Hpun	to scratch	verb	1592.03	920	423743	xᴜ²³¹	1592	bad concept	EJAH-Hpun	scratch (cp. Scrape w.stick)	xᴜ̀	xᴜ̀(ʔ)  | 1592.03	scratch (cp. Scrape w.stick)
3525	Achang (Longchuan) TBL	kh ʐ ə n ⁵⁵	Achang_Longchuan	to scratch	verb	1530.28	918	420873	khʐən⁵⁵	1530	bad concept	TBL	scratch (an itch)	khʐən⁵⁵	khʐən⁵⁵  | 1530.28	scratch (an itch) v.
3526	Atsi [Zaiwa] TBL	k j i n ⁵¹	Atsi	to scratch	verb	1530.30	918	420875	kjin⁵¹	1530	bad concept	TBL	scratch (an itch)	kjin⁵¹	kjin⁵¹  | 1530.30	scratch (an itch) v.
3527	Bola (Luxi) TBL	k j ɔ̱ n ⁵⁵	Bola	to scratch	verb	1530.32	918	420877	kjɔ̱n⁵⁵	1530	bad concept	TBL	scratch (an itch)	kjɔ̱n⁵⁵	kjɔ̱n⁵⁵  | 1530.32	scratch (an itch) v.
3528	Leqi (Luxi) TBL	k j i̱ː n ³¹	Lashi	to scratch	verb	1530.33	918	420878	kji̱ːn³¹	1530	bad concept	TBL	scratch (an itch)	kji̱ːn³¹	kji̱ːn³¹  | 1530.33	scratch (an itch) v.
3529	Langsu (Luxi) TBL	k j i̱ ŋ ³¹	Maru	to scratch	verb	1530.31	918	420876	kji̱ŋ³¹	1530	bad concept	TBL	scratch (an itch)	kji̱ŋ³¹	kji̱ŋ³¹  | 1530.31	scratch (an itch) v.
3530	Achang (Xiandao) TBL	kh ʐ a n ⁵⁵	Xiandao	to scratch	verb	1530.29	918	420874	khʐan⁵⁵	1530	bad concept	TBL	scratch (an itch)	khʐan⁵⁵	khʐan⁵⁵  | 1530.29	scratch (an itch) v.
3531	Burmese (Written) ZMYYC	ph y o₂ k	Old_Burmese	to scratch	verb	?	921	?		?	bad concept	HILL/ZMYYC	scratch	phyo₂k	phyo₂k | ?	scratch
5636		ɑ ⁵³ ◦ j ɑ ⁵⁵ ◦ pʰ j ɑ u ʔ ⁴	Rangoon	to scratch	verb	1530.27	921	420872	ɑ⁵³jɑ⁵⁵phjɑuʔ⁴	1530	bad concept	TBL	scratch (an itch)	ɑ⁵³jɑ⁵⁵pʰjɑuʔ⁴		
6072		ɑ ¹ ◦ j ɑ ³ ◦ pʰ j ɔ k ⁴	Written_Burmese	to scratch	verb	1530.26	921	420871	ɑ¹jɑ³phjɔk⁴	1530	bad concept	TBL	scratch (an itch)	ɑ¹jɑ³pʰjɔk⁴		
#
3533	Achang (Longchuan) TBL	n a m ³¹ ◦ tɕ u ³¹	Achang_Longchuan	the sea	noun	0032.28	426	346629	nam³¹tɕu³¹	0032		TBL	sea	nam³¹tɕu³¹	nam³¹ tɕu³¹  | 0032.28	sea n
3535	Atsi [Zaiwa] TBL	v u i ⁵¹ ◦ m i ŋ ²¹	Atsi	the sea	noun	0032.30	425	346631	vui⁵¹miŋ²¹	0032		TBL	sea	vui⁵¹miŋ²¹	vui⁵¹ miŋ²¹  | 0032.30	sea n
3538	Leqi (Luxi) TBL	k j e i ⁵³ ◦ m ə ŋ ³³	Lashi	the sea	noun	0032.33	425	346634	kjei⁵³məŋ³³	0032		TBL	sea	kjei⁵³məŋ³³	kjei⁵³ məŋ³³  | 0032.33	sea n
5438		p ĩ ²² ◦ l ɛ ²²	Rangoon	the sea	noun	0032.27	22	346628	pĩ²²lɛ²²	0032		TBL	sea	pĩ²²lɛ²²		
5877		p ɑ ŋ ² ◦ l ɑ j ²	Written_Burmese	the sea	noun	0032.26	22	346627	pɑŋ²lɑj²	0032		TBL	sea	pɑŋ²lɑj²		
#
3556	Achang (Longchuan) TBL	e n ³¹ ◦ m ʐ a ŋ ⁵⁵	Achang_Longchuan	to see	verb	1471.28	922	418073	en³¹mʐaŋ⁵⁵	1471		TBL	see	en³¹mʐaŋ⁵⁵	en³¹ mʐaŋ⁵⁵  | 1471.28	see v.
