# Wordlist

# DATA
ID	CHECK	CLUSTERFORMAT	CLUSTERID	COGID	CONCEPT	CONCEPTID	CONCEPT_VARIANTS	DOCULECT	FORM_VARIANTS	HOMOPHONES	ID_BACK	IPA	METAGLOSS	MORPHEMES	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
2712	-	0 0 0 2 3 0	336	338	the nail (tool)	224	0	Xiandao	0	0	2001	tin⁵⁵tsɿ⁵⁵	the nail	t i n ⁵⁵ + ts ɿ ⁵⁵	nail / tack n	tin⁵⁵ tsɿ⁵⁵  | 0580.29	Achang (Xiandao) TBL	2 3	CVcTCVT	t i n ⁵⁵ ◦ ts ɿ ⁵⁵
2713	-	8 9	338	340	the nail (tool)	224	0	Old_Burmese	0	0	1998	?	the nail	tʰ ɑ ṁ ² + kʰ j o n ²	nail (tool)	? | ?	Burmese (Written) ZMYYC	8 9	CVc_CCVc	0
2714	-	0	0	0	the nail (tool)	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2715	-	1 0 2	339	341	the name	225	0	Achang_Lianghe	0	0	2012	ɑ³¹mjiŋ⁵⁵	the name	ɑ ³¹ + m j i ŋ ⁵⁵	name n	ɑ³¹ mjiŋ⁵⁵  | 1019.22	Achang (Lianghe) JZ-Achang	1 2	VTCCVcT	ɑ ³¹ ◦ m j i ŋ ⁵⁵
2716	-	1 0 2	339	341	the name	225	0	Achang_Longchuan	0	0	2013	a³¹ȵiŋ⁵⁵	the name	a ³¹ + ȵ i ŋ ⁵⁵	name n	a³¹ ȵiŋ⁵⁵  | 0687.28	Achang (Longchuan) TBL	1 2	VTCVcT	a ³¹ ◦ ȵ i ŋ ⁵⁵
2717	-	1 0 2	339	341	the name	225	0	Achang_Luxi	0	0	2014	a³¹na³⁵	the name	a ³¹ + n a ³⁵	name n	a³¹ na³⁵  | 0229.29	Achang (Luxi) JZ-Achang	1 2	VTCVT	a ³¹ ◦ n a ³⁵
2718	-	0 0 2	339	341	the name	225	0	Atsi	0	0	2016	mjiŋ⁵¹	the name	m j i ŋ ⁵¹	name n	mjiŋ⁵¹  | 0687.30	Atsi [Zaiwa] TBL	2	CCVcT	m j i ŋ ⁵¹
2719	-	0 0 2	339	341	the name	225	0	Bola	0	0	2017	maŋ⁵⁵	the name	m a ŋ ⁵⁵	name n	maŋ⁵⁵  | 0687.32	Bola (Luxi) TBL	2	CVcT	m a ŋ ⁵⁵
2720	-	0 3 2	339	341	the name	225	0	Burmese_ZMYYC	0	0	2018	maññ	the name	n ɑ ² + m ɑ ȵ ²	name n	nɑ² mɑȵ²  | 517.39	Burmese (Written) ZMYYC	3 2	CVc	m a ññ
2721	-	1 0 2	339	341	the name	225	0	Hpun	0	0	2019	ămaíŋ	the name	ă + m a í ŋ	name n	ămaíŋ  | P.17	Hpun (Northern) EJAH-Hpun	1 2	VCVc	ă ◦ m aí ŋ
2722	-	0 0 2	339	341	the name	225	0	Lashi	0	0	2021	mjiŋ³¹	the name	m j i ŋ ³¹	name n	mjiŋ³¹  | 0687.33	Leqi (Luxi) TBL	2	CCVcT	m j i ŋ ³¹
2723	-	0 0 2	339	341	the name	225	0	Maru	0	0	2020	maŋ³¹	the name	m a ŋ ³¹	name n	maŋ³¹  | 0687.31	Langsu (Luxi) TBL	2	CVcT	m a ŋ ³¹
2724	-	1 0 2	339	341	the name	225	0	Xiandao	0	0	2015	a³¹niŋ⁵⁵	the name	a ³¹ + n i ŋ ⁵⁵	name n	a³¹ niŋ⁵⁵  | 0687.29	Achang (Xiandao) TBL	1 2	VTCVcT	a ³¹ ◦ n i ŋ ⁵⁵
2725	-	1 0 0	339	341	the name	225	0	Achang_Longchuan	0	0	2022	ȵau³¹	the name	ȵ a u ³¹	surname / name (family) n	ȵau³¹  | 0686.28	Achang (Longchuan) TBL	1	CVT	ȵ au ³¹
2726	-	0 0 2	339	341	the name	225	0	Atsi	0	0	2023	xu⁵⁵	the name	x u ⁵⁵	surname / name (family) n	xu⁵⁵  | 0686.30	Atsi [Zaiwa] TBL	2	CVT	x u ⁵⁵
2727	-	0 0 2	339	341	the name	225	0	Lashi	0	0	2025	xu⁵⁵	the name	x u ⁵⁵	surname / name (family) n	xu⁵⁵  | 0686.33	Leqi (Luxi) TBL	2	CVT	x u ⁵⁵
2728	-	0 0 2	339	341	the name	225	0	Maru	0	0	2024	xu³⁵	the name	x u ³⁵	surname / name (family) n	xu³⁵  | 0686.31	Langsu (Luxi) TBL	2	CVT	x u ³⁵
2729	-	0 3 2	339	341	the name	225	0	Old_Burmese	0	0	2018	mañ	the name	n ɑ ² + m ɑ ȵ ²	name n	mañ | ?	Burmese (Written) ZMYYC	3 2	CVc	m a ñ
2730	-	0	0	0	the name	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2748	-	6	88	1097	the narrow eyes	226	0	Bola_B	0	0	450	pju̱³⁵	narrow	p j u̱ ³⁵	narrow eyes; squint	pju̱³⁵  | 2100	Bola DQ-Bola	6	CCVT	p j u̱ ³⁵
2749	-	5	87	1085	the narrow eyes	226	0	Xiandao_B	0	0	449	ŋʐoi⁵⁵	narrow	ŋ ʐ o i ⁵⁵	narrow eyes; squint	ŋʐoi⁵⁵  | 2100	Achang (Xiandao) DQ-Xiandao	5	CVT	ŋʐ oi ⁵⁵
2750	-	0	0	0	the narrow eyes	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2751	-	0 0 1 0	340	344	the navel	227	0	Achang_Lianghe	0	0	2026	tshɑʔ⁵⁵	the navel	tsʰ ɑ ʔ ⁵⁵	navel	tshɑʔ⁵⁵  | 751.45	Achang (Lianghe) JZ-Achang	1	CVcT	tsh ɑ ʔ ⁵⁵
2752	-	2 3 0 0	340	344	the navel	227	0	Achang_Longchuan_C	0	0	2027	tɕhi³¹tɔt⁵⁵	the navel	tɕʰ i ³¹ + t ɔ t ⁵⁵	navel	tɕhi³¹ tɔt⁵⁵  | 5.8.1	Achang (Longchuan) JZ-Achang	2 3	CVTCVcT	tɕh i ³¹ ◦ t ɔ t ⁵⁵
2753	-	0 0 1 0	340	344	the navel	227	0	Achang_Luxi	0	0	2028	tɕha⁵¹	the navel	tɕʰ a ⁵¹	navel	tɕha⁵¹  | 0370.06	Achang (Luxi) JZ-Achang	1	CVT	tɕh a ⁵¹
2754	-	0 0 1 0	340	344	the navel	227	0	Atsi_C	0	0	2030	tʃhoʔ⁵⁵	the navel	tʃʰ o ʔ ⁵⁵	navel	tʃhoʔ⁵⁵  | 1482.30	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	tʃh o ʔ ⁵⁵
2755	-	0 0 1 0	340	344	the navel	227	0	Bola	0	0	2031	tʃhaʔ⁵⁵	the navel	tʃʰ a ʔ ⁵⁵	navel	tʃhaʔ⁵⁵  | 0097.32	Bola (Luxi) TBL	1	CVcT	tʃh a ʔ ⁵⁵
2756	-	2 0 1 0	340	344	the navel	227	0	Hpun	shɛ̀ʔshú // shɛ̀əshú	0	2032	shɛ̀ʔshú	the navel	sʰ ɛ̀ + ʔ sʰ ú	navel	shɛ̀ʔ shú, shɛ̀ əshú  | 464	Hpun (Northern) EJAH-Hpun	2 1	CVCV	sh ɛ̀ ʔ ◦ sh ú
2757	-	0 0 1 0	340	344	the navel	227	0	Lashi_B	0	0	2035	tʃhɔʔ⁵⁵	the navel	tʃʰ ɔ ʔ ⁵⁵	navel	tʃhɔʔ⁵⁵  | 5.7.1	Lashi DQ-Lashi	1	CVcT	tʃh ɔ ʔ ⁵⁵
2758	-	0 0 1 0	340	344	the navel	227	0	Maru	0	the navel // to dig out with finger	2034	tʃhɔʔ⁵⁵	the navel	tʃʰ ɔ ʔ ⁵⁵	navel	tʃhɔʔ⁵⁵  | 0097.31	Langsu (Luxi) TBL	1	CVcT	tʃh ɔ ʔ ⁵⁵
2759	-	0 0 1 0	340	344	the navel	227	0	Maru_D	0	0	2036	chóˈ	the navel	c h ó '	navel	chó'  | 521	Maru [Langsu] JO-PB	1	CV	ch ó
2760	-	0 0 1 4	340	344	the navel	227	0	Xiandao_B	0	0	2029	tʂʰɔʔ⁵⁵tʰoŋ³¹	the navel	tʂʰ ɔ ʔ ⁵⁵ + tʰ o ŋ ³¹	navel	tʂʰɔʔ⁵⁵ tʰoŋ³¹  | 120	Achang (Xiandao) DQ-Xiandao	1 4	CVcTCVcT	tʂʰ ɔ ʔ ⁵⁵ ◦ tʰ o ŋ ³¹
2761	-	0	0	0	the navel	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2780	-	0 0 1 2 0 0	341	345	the neck	228	0	Achang_Lianghe	0	0	2037	lɯŋ⁵⁵tsɯŋ⁵⁵	the neck	l ɯ ŋ ⁵⁵ + ts ɯ ŋ ⁵⁵	neck	lɯŋ⁵⁵ tsɯŋ⁵⁵  | 124046	Achang (Lianghe) JZ-Achang	1 2	CVcTCVcT	l ɯ ŋ ⁵⁵ ◦ ts ɯ ŋ ⁵⁵
2781	-	0 0 1 2 0 0	341	345	the neck	228	0	Achang_Longchuan	0	0	2039	laŋ³¹tsəŋ³¹	the neck	l a ŋ ³¹ + ts ə ŋ ³¹	neck	laŋ³¹ tsəŋ³¹  | 0089.28	Achang (Longchuan) TBL	1 2	CVcTCVcT	l a ŋ ³¹ ◦ ts ə ŋ ³¹
2782	-	0 0 1 2 0 0	341	345	the neck	228	0	Achang_Longchuan_C	0	0	2038	laŋ³¹tseŋ³¹	the neck	l a ŋ ³¹ + ts e ŋ ³¹	neck	laŋ³¹ tseŋ³¹  | 4.1	Achang (Longchuan) JZ-Achang	1 2	CVcTCVcT	l a ŋ ³¹ ◦ ts e ŋ ³¹
2783	-	1 0 1 0 0 0	341	345	the neck	228	0	Achang_Luxi	0	0	2040	ləŋ⁵⁵ləŋ³⁵	the neck	l ə ŋ ⁵⁵ + l ə ŋ ³⁵	neck	ləŋ⁵⁵ ləŋ³⁵  | S.43	Achang (Luxi) JZ-Achang	1 1	CVcTCVcT	l ə ŋ ⁵⁵ ◦ l ə ŋ ³⁵
2784	-	0 0 1 2 0 0	341	345	the neck	228	0	Atsi_C	0	0	2043	liŋ⁵¹tsiŋ²¹	the neck	l i ŋ ⁵¹ + ts i ŋ ²¹	neck	liŋ⁵¹ tsiŋ²¹  | 401	Atsi [Zaiwa] JZ-Zaiwa	1 2	CVcTCVcT	l i ŋ ⁵¹ ◦ ts i ŋ ²¹
2785	-	0 0 1 0 0 0	341	345	the neck	228	0	Atsi_D	0	0	2042	ləŋ⁴-	the neck	l ə ŋ ⁴	neck	ləŋ⁴- | S.43	Atsi [Zaiwa] GHL-PPB	1	CVcT	l ə ŋ ⁴
2786	-	0 0 1 2 0 0	341	345	the neck	228	0	Bola	0	0	2044	laŋ⁵⁵taŋ³¹	the neck	l a ŋ ⁵⁵ + t a ŋ ³¹	neck	laŋ⁵⁵ taŋ³¹  | 0089.32	Bola (Luxi) TBL	1 2	CVcTCVcT	l a ŋ ⁵⁵ ◦ t a ŋ ³¹
2787	-	0 0 1 0 3 0	341	345	the neck	228	0	Burmese_ZMYYC	0	0	2045	laññ paṅḥ	the neck	l ɑ ȵ ² + p ɑ ŋ ³	neck	lɑȵ² pɑŋ³  | 248.39	Burmese (Written) ZMYYC	1 3	CVc_CVcT	l a ññ ◦ p a ṅ ḥ
2788	-	0 4 1 0 0 0	341	345	the neck	228	0	Hpun	0	0	2047	ăláiŋ	the neck	ă + l á i ŋ	neck	ă láiŋ  | 16	Hpun (Northern) EJAH-Hpun	4 1	VCVc	ă ◦ l ái ŋ
2789	-	0 4 1 0 0 0	341	345	the neck	228	0	Hpun_B	0	0	2046	ă◦lɑiŋ¹	the neck	ă + ◦ l ɑ i ŋ ¹	neck	ă◦lɑiŋ¹  | S.43	Hpun (Metjo) GHL-PPB	4 1	V_CVcT	ă ◦ l ɑi ŋ ¹
2790	-	0 0 1 2 0 0	341	345	the neck	228	0	Lashi_B	0	0	2050	ləŋ³¹tsəŋ³³	the neck	l ə ŋ ³¹ + ts ə ŋ ³³	neck	ləŋ³¹ tsəŋ³³  | 4.1	Lashi DQ-Lashi	1 2	CVcTCVcT	l ə ŋ ³¹ ◦ ts ə ŋ ³³
2791	-	0 0 1 0 0 0	341	345	the neck	228	0	Lashi_C	0	0	2049	ləŋ⁴-	the neck	l ə ŋ ⁴	neck	ləŋ⁴- | S.43	Lashi (Lachhe') GHL-PPB	1	CVcT	l ə ŋ ⁴
2792	-	0 0 1 2 0 0	341	345	the neck	228	0	Maru	0	0	2048	laŋ³¹tsaŋ³⁵	the neck	l a ŋ ³¹ + ts a ŋ ³⁵	neck	laŋ³¹ tsaŋ³⁵  | 0089.31	Langsu (Luxi) TBL	1 2	CVcTCVcT	l a ŋ ³¹ ◦ ts a ŋ ³⁵
2793	-	0 0 1 2 0 0	341	345	the neck	228	0	Xiandao_B	0	0	2041	lɤŋ³¹tsɤŋ³¹	the neck	l ɤ ŋ ³¹ + ts ɤ ŋ ³¹	neck	lɤŋ³¹ tsɤŋ³¹  | 112	Achang (Xiandao) DQ-Xiandao	1 2	CVcTCVcT	l ɤ ŋ ³¹ ◦ ts ɤ ŋ ³¹
2794	-	0 0 1 0 0 5	341	345	the neck	228	0	Hpun	0	0	2051	laíŋkàʔ	the neck	l a í + ŋ k à ʔ	neck (nape of)	laíŋ kàʔ  | U.33	Hpun (Northern) EJAH-Hpun	1 5	CVcCVc	l aí ŋ ◦ k à ʔ
2795	-	0 0 1 0 3 0	341	345	the neck	228	0	Old_Burmese	0	0	2045	lañ paṅḥ	the neck	l ɑ ȵ ² + p ɑ ŋ ³	neck	lañ paṅḥ | ?	Burmese (Written) ZMYYC	1 3	CVc_CVcT	l a ñ _ p a ṅ ḥ
2796	-	0	0	0	the neck	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2797	-	1	342	346	the needle (for sewing)	229	0	Achang_Lianghe	0	0	2052	ɑk⁵⁵	the needle (for sewing)	ɑ k ⁵⁵	needle	ɑk⁵⁵  | L.165	Achang (Lianghe) JZ-Achang	1	VcT	ɑ k ⁵⁵
2798	-	1	342	346	the needle (for sewing)	229	0	Achang_Longchuan	0	0	2053	ap⁵⁵	the needle (for sewing)	a p ⁵⁵	needle	ap⁵⁵  | 0578.28	Achang (Longchuan) TBL	1	VcT	a p ⁵⁵
2799	-	1	342	346	the needle (for sewing)	229	0	Achang_Luxi	0	0	2054	ap⁵⁵	the needle (for sewing)	a p ⁵⁵	needle	ap⁵⁵  | 420.41	Achang (Luxi) JZ-Achang	1	VcT	a p ⁵⁵
2800	-	1	342	346	the needle (for sewing)	229	0	Atsi	0	0	2056	ap⁵⁵	the needle (for sewing)	a p ⁵⁵	needle	ap⁵⁵  | 0578.30	Atsi [Zaiwa] TBL	1	VcT	a p ⁵⁵
2801	-	1	342	346	the needle (for sewing)	229	0	Bola	0	the needle (for sewing) // to count	2057	ŋɛ̱ʔ⁵⁵	the needle (for sewing)	ŋ ɛ̱ ʔ ⁵⁵	needle	ŋɛ̱ʔ⁵⁵  | 0578.32	Bola (Luxi) TBL	1	CVcT	ŋ ɛ̱ ʔ ⁵⁵
2802	-	1	342	346	the needle (for sewing)	229	0	Burmese_ZMYYC	0	0	2058	ap	the needle (for sewing)	ɑ p	needle	ɑp  | 420.39	Burmese (Written) ZMYYC	1	Vc	a p
2803	-	2 3	343	347	the needle (for sewing)	229	0	Hpun	0	0	2059	tăcɛ̀ʔ	the needle (for sewing)	t ă + c ɛ̀ ʔ	needle	tăcɛ̀ʔ  | Q.354	Hpun (Northern) EJAH-Hpun	2 3	CVCVc	t ă ◦ c ɛ̀ ʔ
2804	-	1	342	346	the needle (for sewing)	229	0	Lashi	0	0	2061	ŋa̱p⁵⁵	the needle (for sewing)	ŋ a̱ p ⁵⁵	needle	ŋa̱p⁵⁵  | 0578.33	Leqi (Luxi) TBL	1	CVcT	ŋ a̱ p ⁵⁵
2805	-	1	342	346	the needle (for sewing)	229	0	Maru	0	the needle (for sewing) // to count	2060	ŋɛ̱ʔ⁵⁵	the needle (for sewing)	ŋ ɛ̱ ʔ ⁵⁵	needle	ŋɛ̱ʔ⁵⁵  | 0578.31	Langsu (Luxi) TBL	1	CVcT	ŋ ɛ̱ ʔ ⁵⁵
2806	-	1	342	346	the needle (for sewing)	229	0	Xiandao	0	0	2055	ap⁵⁵	the needle (for sewing)	a p ⁵⁵	needle	ap⁵⁵  | 0578.29	Achang (Xiandao) TBL	1	VcT	a p ⁵⁵
2807	-	1	342	346	the needle (for sewing)	229	0	Old_Burmese	0	0	2058	ap	the needle (for sewing)	ɑ p	needle	ap | ?	Burmese (Written) ZMYYC	1	Vc	a p
2808	-	0	0	0	the needle (for sewing)	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2823	-	4 0 2 0 6 0	322	320	the new moon	230	0	Hpun	0	0	1923	ʃɛ̀làăxɛ̀ʔ	the moon	ʃ ɛ̀ + l à ă + x ɛ̀ ʔ	moon (new)	ʃɛ̀là ăx(ʀ)ɛ̀ʔ  | T.15	Hpun (Northern) EJAH-Hpun	4 2 6	CVCVCVc	ʃ ɛ̀ ◦ l à _ ă ◦ x ɛ̀ ʔ
2824	-	0	0	0	the new moon	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2825	-	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2	467	511	the next year	231	0	Achang_Longchuan	0	the last year // the next year	2816	si³¹nək⁵⁵	the year	s i ³¹ + n ə k ⁵⁵	next year n/adv	si³¹ nək⁵⁵  | 0781.28	Achang (Longchuan) TBL	1 2	CVTCVcT	s i ³¹ ◦ n ə k ⁵⁵
2826	-	0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0	467	511	the next year	231	0	Atsi	0	0	2818	saŋ⁵¹ni̱k⁵⁵	the year	s a ŋ ⁵¹ + n i̱ k ⁵⁵	next year n/adv	saŋ⁵¹ ni̱k⁵⁵  | 0781.30	Atsi [Zaiwa] TBL	3 4	CVcTCVcT	s a ŋ ⁵¹ ◦ n i̱ k ⁵⁵
2827	-	0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0	467	511	the next year	231	0	Bola	0	0	2819	sɔ̃⁵⁵na̱k⁵⁵	the year	s ɔ̃ ⁵⁵ + n a̱ k ⁵⁵	next year n/adv	sɔ̃⁵⁵ na̱k⁵⁵  | 0781.32	Bola (Luxi) TBL	3 4	CVVTCVcT	s ɔ̃ ∼ ⁵⁵ ◦ n a̱ k ⁵⁵
2828	-	0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0	467	511	the next year	231	0	Lashi	0	0	2821	sa̱ŋ³³na̱k⁵⁵	the year	s a̱ ŋ ³³ + n a̱ k ⁵⁵	next year n/adv	sa̱ŋ³³ na̱k⁵⁵  | 0781.33	Leqi (Luxi) TBL	3 4	CVcTCVcT	s a̱ ŋ ³³ ◦ n a̱ k ⁵⁵
2829	-	0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0	467	511	the next year	231	0	Maru	0	0	2820	sɔ̃³¹na̱k⁵⁵	the year	s ɔ̃ ³¹ + n a̱ k ⁵⁵	next year n/adv	sɔ̃³¹ na̱k⁵⁵  | 0781.31	Langsu (Luxi) TBL	3 4	CVVTCVcT	s ɔ̃ ∼ ³¹ ◦ n a̱ k ⁵⁵
2830	-	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2	467	511	the next year	231	0	Xiandao	0	0	2817	choŋ³¹thoʔ³⁵	the year	c h o ŋ ³¹ + tʰ o ʔ ³⁵	next year n/adv	choŋ³¹ thoʔ³⁵  | 0781.29	Achang (Xiandao) TBL	1 2	CVcTCVcT	ch o ŋ ³¹ ◦ th o ʔ ³⁵
2831	-	0	0	0	the next year	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2832	-	25	345	351	the night	232	0	Achang_Lianghe	0	0	2062	kuŋ⁵⁵m̥jɑŋ⁵⁵	the night	?	night	kuŋ⁵⁵ m̥jɑŋ⁵⁵  | 877.48	Achang (Lianghe) JZ-Achang	25	CVcTCCVcT	k u ŋ ⁵⁵ ◦ m̥ j ɑ ŋ ⁵⁵
2833	-	0 0 2 0 0 0 0 0 0 0 5	344	348	the night	232	0	Achang_Longchuan_B	0	0	2063	ni³¹tɕhot³⁵	the night	n i ³¹ + tɕʰ o t ³⁵	night	ni³¹ tɕhot³⁵  | 105.41	Achang (Longchuan) ZMYYC	2 5	CVTCVcT	n i ³¹ ◦ tɕh o t ³⁵
2834	-	0 0 0 0 0 0 3 13 0 0 0	344	348	the night	232	0	Achang_Luxi	0	0	2064	kɔm⁵¹phjaŋ³⁵	the night	k ɔ m ⁵¹ + pʰ j a ŋ ³⁵	night	kɔm⁵¹ phjaŋ³⁵  | 11.A.61	Achang (Luxi) JZ-Achang	3 13	CVcTCCVcT	k ɔ m ⁵¹ ◦ ph j a ŋ ³⁵
2835	-	0 0 0 0 10 12 0 0 0 0 0	344	348	the night	232	0	Atsi_B	0	0	2065	mjin⁵⁵le²¹	the night	m j i n ⁵⁵ + l e ²¹	night	mjin⁵⁵ le²¹  | 105.42	Atsi [Zaiwa] ZMYYC	10 12	CCVcTCVT	m j i n ⁵⁵ ◦ l e ²¹
2836	-	14	346	352	the night	232	0	Burmese_ZMYYC	0	0	2066	ñña	the night	ȵ ɑ ¹	night	ȵɑ¹  | 105.39	Burmese (Written) ZMYYC	14	CV	ññ a
2837	-	0 0 0 11 10 0 0 0 0 0 0	344	348	the night	232	0	Hpun	0	0	2067	khămèɪ	the night	kʰ ă + m è ɪ	night	khămèɪ  | 0956.32	Hpun (Northern) EJAH-Hpun	11 10	CVCV	kh ă ◦ m èɪ
2838	-	0 0 0 0 10 0 0 0 0 0 0	344	348	the night	232	0	Maru_B	0	0	2068	mji⁵⁵	the night	m j i ⁵⁵	night	mji⁵⁵  | 105.43	Maru [Langsu] ZMYYC	10	CCVT	m j i ⁵⁵
2839	-	14	346	352	the night	232	0	Old_Burmese	0	0	2066	ñña	the night	ȵ ɑ ¹	night	ñña | ?	Burmese (Written) ZMYYC	14	CV	ññ a
2840	-	0	0	0	the night	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2853	-	1 2	348	354	the nose	233	0	Achang_Lianghe	0	0	2081	na³¹khɑŋ⁵⁵	the nose	n a ³¹ + kʰ ɑ ŋ ⁵⁵	nose	na³¹ khɑŋ⁵⁵  | 2410	Achang (Lianghe) JZ-Achang	1 2	CVTCVcT	n a ³¹ ◦ kh ɑ ŋ ⁵⁵
2854	-	0 0 5	349	355	the nose	233	0	Achang_Longchuan	0	0	2083	ȵ̥ɔŋ⁵⁵	the nose	ȵ̥ ɔ ŋ ⁵⁵	nose	ȵ̥ɔŋ⁵⁵  | 0080.28	Achang (Longchuan) TBL	5	CVcT	ȵ̥ ɔ ŋ ⁵⁵
2855	-	5 6 5	349	355	the nose	233	0	Achang_Longchuan_B	ȵ̥ɔŋ⁵⁵ // ni³¹ ȵ̥ɔŋ⁵⁵	0	2084	ȵ̥ɔŋ⁵⁵	the nose	ȵ̥ ɔ ŋ ⁵⁵ + n i ³¹ + ȵ̥ ɔ ŋ ⁵⁵	nose	ȵ̥ɔŋ⁵⁵; ni³¹ ȵ̥ɔŋ⁵⁵  | 240.41	Achang (Longchuan) ZMYYC	5 6 5	CVcTCVTCVcT	ȵ̥ ɔ ŋ ⁵⁵
2856	-	1 2	348	354	the nose	233	0	Achang_Longchuan_C	0	0	2082	ni³¹xɔŋ⁵⁵	the nose	n i ³¹ + x ɔ ŋ ⁵⁵	nose	ni³¹ xɔŋ⁵⁵  | 0938.43	Achang (Longchuan) JZ-Achang	1 2	CVTCVcT	n i ³¹ ◦ x ɔ ŋ ⁵⁵
2857	-	1 2	348	354	the nose	233	0	Achang_Luxi	0	0	2085	na⁵⁵kaŋ³⁵	the nose	n a ⁵⁵ + k a ŋ ³⁵	nose	na⁵⁵ kaŋ³⁵  | 55	Achang (Luxi) JZ-Achang	1 2	CVTCVcT	n a ⁵⁵ ◦ k a ŋ ³⁵
2858	-	1 0	348	354	the nose	233	0	Atsi_C	0	0	2088	no̱⁵¹	the nose	n o̱ ⁵¹	nose	no̱⁵¹  | 89.	Atsi [Zaiwa] JZ-Zaiwa	1	CVT	n o̱ ⁵¹
2859	-	1 0	348	354	the nose	233	0	Atsi_D	0	0	2087	no²	the nose	n o ²	nose	no²  | S.3	Atsi [Zaiwa] GHL-PPB	1	CVT	n o ²
2860	-	1 0	348	354	the nose	233	0	Bola	0	0	2089	na̱⁵⁵	the nose	n a̱ ⁵⁵	nose	na̱⁵⁵  | 0080.32	Bola (Luxi) TBL	1	CVT	n a̱ ⁵⁵
2861	-	1 2	348	354	the nose	233	0	Burmese_ZMYYC	0	0	2090	nhā khoṅḥ	the nose	h n ɑ ² + kʰ ɔ ŋ ³	nose	hnɑ² khɔŋ³  | 240.39	Burmese (Written) ZMYYC	1 2	CV_CVcT	nh ā ◦ kh o ṅ ḥ
2862	-	1 2	348	354	the nose	233	0	Hpun	0	0	2092	náʔkɔ̀ŋ	the nose	n á + ʔ k ɔ̀ ŋ	nose	náʔkɔ̀ŋ  | 13	Hpun (Northern) EJAH-Hpun	1 2	CVcCVc	n á ʔ ◦ k ɔ̀ ŋ
2863	-	1 2	348	354	the nose	233	0	Hpun_B	0	0	2091	nɑh¹[kɔ̆ŋ⁴]	the nose	n ɑ h ¹ + [ k ɔ̆ ŋ ⁴ ]	nose	nɑh¹[kɔ̆ŋ⁴]  | F.22	Hpun (Metjo) GHL-PPB	1 2	CVcT	n ɑ h ¹
2864	-	1 0	348	354	the nose	233	0	Lashi_B	0	0	2095	no̱³³	the nose	n o̱ ³³	nose	no̱³³  | 3.5	Lashi DQ-Lashi	1	CVT	n o̱ ³³
2865	-	1 0	348	354	the nose	233	0	Lashi_C	0	0	2094	nɔ⁴	the nose	n ɔ ⁴	nose	nɔ⁴  | S.3	Lashi (Lachhe') GHL-PPB	1	CVT	n ɔ ⁴
2866	-	1 0	348	354	the nose	233	0	Maru	0	0	2093	nɔ̱³¹	the nose	n ɔ̱ ³¹	nose	nɔ̱³¹  | 0080.31	Langsu (Luxi) TBL	1	CVT	n ɔ̱ ³¹
2867	-	3 4	350	358	the nose	233	0	Xiandao_B	0	0	2086	n̥ap³¹pʰɔŋ⁵⁵	the nose	n̥ a p ³¹ + pʰ ɔ ŋ ⁵⁵	nose	n̥ap³¹ pʰɔŋ⁵⁵  | 103	Achang (Xiandao) DQ-Xiandao	3 4	CVcTCVcT	n̥ a p ³¹ ◦ pʰ ɔ ŋ ⁵⁵
2868	-	1 2	348	354	the nose	233	0	Old_Burmese	0	0	2090	nhā kho₂ṅḥ	the nose	h n ɑ ² + kʰ ɔ ŋ ³	nose	nhā kho₂ṅḥ | ?	Burmese (Written) ZMYYC	1 2	CV_CVcT	nh ā _ kh o ₂ ṅ ḥ
2869	-	0	0	0	the nose	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
2870	-	0 0 0 0 0 0 0 0 0 12 0 0 0 3	204	148	the nose hair	234	0	Lashi_B	0	0	1091	no̱³³mou⁵⁵	the body hair	n o̱ ³³ + m o u ⁵⁵	nose hair	no̱³³ mou⁵⁵  | 3.5.4	Lashi DQ-Lashi	12 3	CVTCVT	n o̱ ³³ ◦ m ou ⁵⁵
